Mon,Day,DOY,Hour,DOY.h,foF2o,foF2m,SSN,Kp,Dst,TEC
3,8,67,3,67.12,5.9,5.03,116,0.33,-9,12.66
3,8,67,4,67.17,5.83,4.54,116,0.33,-7,12.6
3,8,67,5,67.21,5.47,4.6,116,0.33,-6,12.1
3,8,67,6,67.25,5.55,5.44,116,0.67,-6,12.46
3,8,67,7,67.29,8.28,6.77,116,0.67,-5,20.86
3,8,67,8,67.33,9.32,8.07,116,0.67,-6,27.44
3,8,67,9,67.38,10.12,9.07,116,0.67,-6,32.44
3,8,67,10,67.42,10.6,9.74,116,0.67,-6,37.95
3,8,67,11,67.46,11.57,10.08,116,0.67,-6,45.06
3,8,67,12,67.5,11.45,10.13,116,0.67,-7,47.09
3,8,67,13,67.54,11.8,10.03,116,0.67,-7,48.75
3,8,67,14,67.58,11.78,9.93,116,0.67,-7,48.88
3,8,67,15,67.62,11.62,9.82,116,0.67,-8,46.35
3,8,67,16,67.67,11.72,9.58,116,0.67,-7,45.75
3,8,67,17,67.71,11.65,9.11,116,0.67,-7,45.64
3,8,67,18,67.75,10.8,8.44,116,0,-9,38.7
3,8,67,19,67.79,8.8,7.65,116,0,-8,30.19
3,8,67,20,67.83,7.2,6.89,116,0,-6,22.77
3,8,67,21,67.88,6.92,6.23,116,0.67,-2,17.89
3,8,67,22,67.92,6.33,5.76,116,0.67,-2,16.03
3,8,67,23,67.96,5.65,5.56,116,0.67,-6,14.13
3,9,68,0,68,5.4,5.55,111,0.67,-5,11.54
3,9,68,1,68.04,5.47,5.63,111,0.67,-5,11.31
3,9,68,2,68.08,5.62,5.51,111,0.67,-5,10.87
3,9,68,3,68.12,5.47,5.05,111,0,-3,11.33
3,9,68,4,68.17,5.35,4.56,111,0,-3,11.49
3,9,68,5,68.21,5.1,4.63,111,0,-3,11.35
3,9,68,6,68.25,5.2,5.48,111,0.33,-6,12.34
3,9,68,7,68.29,8.47,6.8,111,0.33,-6,21.21
3,9,68,8,68.33,9.75,8.09,111,0.33,-3,27.52
3,9,68,9,68.38,9.75,9.08,111,0.33,-3,30.79
3,9,68,10,68.42,10.07,9.75,111,0.33,-2,34.13
3,9,68,11,68.46,10.68,10.09,111,0.33,-2,39.69
3,9,68,12,68.5,11.05,10.14,111,0,-4,42.77
3,9,68,13,68.54,11,10.05,111,0,-5,43.92
3,9,68,14,68.58,11.1,9.95,111,0,-5,42.87
3,9,68,15,68.62,10.88,9.85,111,0.33,-3,39.95
3,9,68,16,68.67,10.88,9.61,111,0.33,0,38.84
3,9,68,17,68.71,10.4,9.15,111,0.33,1,38.7
3,9,68,18,68.75,9.85,8.48,111,0.67,0,33.27
3,9,68,19,68.79,8.4,7.7,111,0.67,2,28.81
3,9,68,20,68.83,7.85,6.93,111,0.67,4,22.42
3,9,68,21,68.88,7.45,6.28,111,0.67,4,18.01
3,9,68,22,68.92,6.67,5.8,111,0.67,6,16.05
3,9,68,23,68.96,6.25,5.6,111,0.67,5,14.28
3,10,69,0,69,6.03,5.59,113,0.33,4,12.47
3,10,69,1,69.04,5.72,5.66,113,0.33,3,11.46
3,10,69,2,69.08,5.67,5.53,113,0.33,3,10.53
3,10,69,3,69.12,5.72,5.07,113,0.33,3,11.02
3,10,69,4,69.17,5.55,4.59,113,0.33,7,10.74
3,10,69,5,69.21,5.15,4.66,113,0.33,9,10.21
3,10,69,6,69.25,5.15,5.51,113,0.67,10,10.83
3,10,69,7,69.29,7.28,6.83,113,0.67,11,18.12
3,10,69,8,69.33,8.88,8.11,113,0.67,9,24.38
3,10,69,9,69.38,9.43,9.1,113,2,4,28.82
3,10,69,10,69.42,10.43,9.76,113,2,-4,35.96
3,10,69,11,69.46,10.7,10.1,113,2,-2,40.85
3,10,69,12,69.5,10.8,10.16,113,1,-1,43.97
3,10,69,13,69.54,11.32,10.06,113,1,-2,45.75
3,10,69,14,69.58,11.43,9.97,113,1,-3,44.98
3,10,69,15,69.62,11.18,9.87,113,0.67,-1,43.34
3,10,69,16,69.67,11.15,9.64,113,0.67,-2,42.16
3,10,69,17,69.71,10.95,9.19,113,0.67,-5,41.7
3,10,69,18,69.75,10.7,8.53,113,1,-9,35.3
3,10,69,19,69.79,8.55,7.76,113,1,-10,29.76
3,10,69,20,69.83,7.7,6.98,113,1,-7,22.84
3,10,69,21,69.88,7.15,6.32,113,0.67,-5,19.2
3,10,69,22,69.92,7.12,5.84,113,0.67,-3,17.02
3,10,69,23,69.96,6.92,5.64,113,0.67,-2,15.83
3,11,70,0,70,6.67,5.62,111,0,-1,15.13
3,11,70,1,70.04,6.65,5.69,111,0,-2,14.65
3,11,70,2,70.08,6.58,5.56,111,0,-5,13.98
3,11,70,3,70.12,6.55,5.09,111,0.33,-5,14.18
3,11,70,4,70.17,6.35,4.61,111,0.33,-3,13.94
3,11,70,5,70.21,6.03,4.69,111,0.33,-1,12.95
3,11,70,6,70.25,5.75,5.55,111,0.67,0,13.1
3,11,70,7,70.29,7.76,6.86,111,0.67,1,20.56
3,11,70,8,70.33,8.85,8.13,111,0.67,-1,26.51
3,11,70,9,70.38,9.55,9.11,111,0.67,0,31.01
3,11,70,10,70.42,10.68,9.77,111,0.67,0,38.77
3,11,70,11,70.46,11.6,10.12,111,0.67,0,45.26
3,11,70,12,70.5,11.88,10.17,111,0.67,2,47.13
3,11,70,13,70.54,11.57,10.08,111,0.67,1,47.63
3,11,70,14,70.58,11.57,9.99,111,0.67,-1,44.44
3,11,70,15,70.62,11.03,9.9,111,1,-2,43.69
3,11,70,16,70.67,11.47,9.67,111,1,-2,43.38
3,11,70,17,70.71,10.85,9.23,111,1,-3,42.06
3,11,70,18,70.75,10.5,8.58,111,0.67,-6,36.18
3,11,70,19,70.79,8.75,7.81,111,0.67,-8,30.78
3,11,70,20,70.83,7.85,7.03,111,0.67,-10,23.95
3,11,70,21,70.88,7.28,6.36,111,0.67,-9,18.69
3,11,70,22,70.92,7,5.88,111,0.67,-7,17.5
3,11,70,23,70.96,6.88,5.68,111,0.67,-5,16.45
3,12,71,0,71,6.85,5.66,132,1.67,-6,15.63
3,12,71,1,71.04,6.65,5.72,132,1.67,-7,14.55
3,12,71,2,71.08,6.3,5.58,132,1.67,-9,13.34
3,12,71,3,71.12,6.38,5.1,132,0.67,-11,13.19
3,12,71,4,71.17,5.8,4.63,132,0.67,-10,12.83
3,12,71,5,71.21,5.67,4.72,132,0.67,-8,12.01
3,12,71,6,71.25,5.8,5.58,132,0.33,-8,13.45
3,12,71,7,71.29,7.72,6.88,132,0.33,-9,20.51
3,12,71,8,71.33,8.97,8.15,132,0.33,-8,26.47
3,12,71,9,71.38,9.57,9.12,132,0.67,-5,31.76
3,12,71,10,71.42,10.53,9.79,132,0.67,-2,39.36
3,12,71,11,71.46,11.6,10.13,132,0.67,-1,45.59
3,12,71,12,71.5,12.22,10.18,132,0.67,-4,49.52
3,12,71,13,71.54,12.38,10.09,132,0.67,-6,48.98
3,12,71,14,71.58,11.6,10.01,132,0.67,-5,43.63
3,12,71,15,71.62,11.18,9.92,132,1.33,-5,42.15
3,12,71,16,71.67,10.97,9.7,132,1.33,-6,40.35
3,12,71,17,71.71,10.53,9.27,132,1.33,-3,39.27
3,12,71,18,71.75,10.4,8.63,132,1.33,-4,35.42
3,12,71,19,71.79,9,7.86,132,1.33,-3,29.21
3,12,71,20,71.83,7.55,7.07,132,1.33,-1,22.48
3,12,71,21,71.88,7.1,6.4,132,2.67,-1,18.36
3,12,71,22,71.92,nan,5.92,132,2.67,-6,nan
3,12,71,23,71.96,6.85,5.72,132,2.67,-12,15.95
3,13,72,0,72,6.45,5.7,112,4,-12,17.03
3,13,72,1,72.04,6.45,5.76,112,4,-20,15.77
3,13,72,2,72.08,5.97,5.6,112,4,-33,14.77
3,13,72,3,72.12,5.67,5.12,112,3.67,-41,14.24
3,13,72,4,72.17,5.7,4.66,112,3.67,-43,14.26
3,13,72,5,72.21,5.17,4.75,112,3.67,-36,14.37
3,13,72,6,72.25,5.55,5.61,112,3,-35,16.17
3,13,72,7,72.29,6.97,6.91,112,3,-33,23.42
3,13,72,8,72.33,8.2,8.17,112,3,-24,30.12
3,13,72,9,72.38,11,9.14,112,1.67,-24,40.52
3,13,72,10,72.42,12.1,9.8,112,1.67,-22,48.14
3,13,72,11,72.46,12.57,10.15,112,1.67,-22,52.96
3,13,72,12,72.5,12.43,10.21,112,2,-20,51.2
3,13,72,13,72.54,11.9,10.12,112,2,-24,49.17
3,13,72,14,72.58,11.62,10.04,112,2,-22,44.72
3,13,72,15,72.62,11.18,9.96,112,1,-19,44.38
3,13,72,16,72.67,11.43,9.74,112,1,-15,44.2
3,13,72,17,72.71,11.53,9.32,112,1,-14,43.47
3,13,72,18,72.75,10.5,8.68,112,1.33,-13,36.73
3,13,72,19,72.79,8.8,7.91,112,1.33,-9,28.5
3,13,72,20,72.83,6.65,7.12,112,1.33,-13,20.06
3,13,72,21,72.88,6.3,6.44,112,0.67,-12,16.88
3,13,72,22,72.92,5.8,5.96,112,0.67,-7,15.81
3,13,72,23,72.96,5.92,5.76,112,0.67,-5,14.12
3,14,73,0,73,5.72,5.74,109,1,-7,12.65
3,14,73,1,73.04,5.7,5.79,109,1,-12,11.31
3,14,73,2,73.08,5.72,5.62,109,1,-19,11.21
3,14,73,3,73.12,5.38,5.14,109,2,-21,11.22
3,14,73,4,73.17,5.1,4.68,109,2,-19,10.27
3,14,73,5,73.21,5.03,4.78,109,2,-17,10.12
3,14,73,6,73.25,5.4,5.65,109,2,-15,12.57
3,14,73,7,73.29,7.92,6.94,109,2,-12,22.24
3,14,73,8,73.33,9.51,8.19,109,2,-12,29.61
3,14,73,9,73.38,11.12,9.15,109,1,-11,35.52
3,14,73,10,73.42,11.2,9.81,109,1,-13,39.52
3,14,73,11,73.46,11.45,10.16,109,1,-15,42.57
3,14,73,12,73.5,11.95,10.21,109,1.67,-16,45.4
3,14,73,13,73.54,12.15,10.12,109,1.67,-16,47.59
3,14,73,14,73.58,11.7,10.05,109,1.67,-15,45.21
3,14,73,15,73.62,11.18,9.97,109,1.67,-14,44.93
3,14,73,16,73.67,11.88,9.77,109,1.67,-13,46.65
3,14,73,17,73.71,11.88,9.35,109,1.67,-12,44.15
3,14,73,18,73.75,10.75,8.73,109,0.67,-13,36.94
3,14,73,19,73.79,8.85,7.96,109,0.67,-12,29.23
3,14,73,20,73.83,7.15,7.17,109,0.67,-11,21.17
3,14,73,21,73.88,6.95,6.48,109,0.67,-7,16.74
3,14,73,22,73.92,6.2,5.99,109,0.67,-4,15.49
3,14,73,23,73.96,5.97,5.8,109,0.67,-7,13.4
3,15,74,0,74,5.72,5.78,111,2,-10,13.09
3,15,74,1,74.04,5.7,5.82,111,2,-12,11.64
3,15,74,2,74.08,5.58,5.65,111,2,-14,11.57
3,15,74,3,74.12,5.7,5.16,111,0.67,-17,12.28
3,15,74,4,74.17,5.53,4.7,111,0.67,-15,11.84
3,15,74,5,74.21,5.62,4.81,111,0.67,-14,11.68
3,15,74,6,74.25,6.55,5.68,111,0.67,-11,14.17
3,15,74,7,74.29,7.97,6.97,111,0.67,-10,21.01
3,15,74,8,74.33,9.18,8.21,111,0.67,-7,26.48
3,15,74,9,74.38,10.22,9.16,111,0.33,-6,31.9
3,15,74,10,74.42,10.95,9.83,111,0.33,-6,37.17
3,15,74,11,74.46,11.38,10.17,111,0.33,-3,40.28
3,15,74,12,74.5,10.85,10.23,111,0,0,42.33
3,15,74,13,74.54,11.4,10.14,111,0,1,42.89
3,15,74,14,74.58,11.03,10.06,111,0,1,39.65
3,15,74,15,74.62,10.97,9.99,111,0.33,1,39.23
3,15,74,16,74.67,10.88,9.8,111,0.33,1,39.36
3,15,74,17,74.71,10.45,9.39,111,0.33,1,36.48
3,15,74,18,74.75,10.15,8.78,111,1.33,-2,31.96
3,15,74,19,74.79,8.55,8.01,111,1.33,-5,25.45
3,15,74,20,74.83,6.85,7.21,111,1.33,-8,18.57
3,15,74,21,74.88,6.6,6.52,111,1,-7,15.69
3,15,74,22,74.92,6.05,6.03,111,1,-3,14.18
3,15,74,23,74.96,6,5.82,111,1,-2,12.8
3,16,75,0,75,6.03,5.8,122,0,-4,13.31
3,16,75,1,75.04,5.72,5.83,122,0,-6,11.71
3,16,75,2,75.08,5.53,5.66,122,0,-8,11.17
3,16,75,3,75.12,5.22,5.18,122,0.33,-10,10.82
3,16,75,4,75.17,4.92,4.73,122,0.33,-12,9.73
3,16,75,5,75.21,4.65,4.84,122,0.33,-12,9.34
3,16,75,6,75.25,5.15,5.71,122,0.67,-10,11.71
3,16,75,7,75.29,8.15,6.98,122,0.67,-8,21.41
3,16,75,8,75.33,9.35,8.2,122,0.67,-7,27.91
3,16,75,9,75.38,9.75,9.15,122,0.33,-5,32.58
3,16,75,10,75.42,10.68,9.81,122,0.33,-2,37.43
3,16,75,11,75.46,11.35,10.16,122,0.33,-3,42.7
3,16,75,12,75.5,11.5,10.22,122,0,-5,45.57
3,16,75,13,75.54,11.45,10.14,122,0,-5,45.87
3,16,75,14,75.58,11.35,10.06,122,0,-4,43.4
3,16,75,15,75.62,11.57,9.99,122,0.33,-3,42.97
3,16,75,16,75.67,11.07,9.79,122,0.33,-3,41.6
3,16,75,17,75.71,10.35,9.4,122,0.33,-3,36.47
3,16,75,18,75.75,10.28,8.8,122,0,-2,31.79
3,16,75,19,75.79,8.45,8.04,122,0,-4,25.08
3,16,75,20,75.83,6.65,7.24,122,0,-4,18.01
3,16,75,21,75.88,6.05,6.54,122,0,-4,15.9
3,16,75,22,75.92,5.9,6.06,122,0,-4,13.7
3,16,75,23,75.96,5.78,5.85,122,0,-3,11.95
3,17,76,0,76,5.6,5.82,126,0,0,11.95
3,17,76,1,76.04,5.5,5.85,126,0,2,11.26
3,17,76,2,76.08,5.55,5.67,126,0,4,11.33
3,17,76,3,76.12,5.67,5.19,126,0,3,11.5
3,17,76,4,76.17,5.6,4.75,126,0,2,10.82
3,17,76,5,76.21,4.92,4.87,126,0,3,9.51
3,17,76,6,76.25,5.4,5.73,126,0.33,4,11.1
3,17,76,7,76.29,7.3,6.99,126,0.33,5,19.01
3,17,76,8,76.33,8.4,8.19,126,0.33,5,25.09
3,17,76,9,76.38,9.6,9.13,126,0.33,5,31.93
3,17,76,10,76.42,10.75,9.79,126,0.33,4,40.57
3,17,76,11,76.46,11.2,10.15,126,0.33,0,46.62
3,17,76,12,76.5,12.22,10.21,126,0.33,3,52.77
3,17,76,13,76.54,12.97,10.13,126,0.33,5,54.91
3,17,76,14,76.58,12.38,10.06,126,0.33,7,49.31
3,17,76,15,76.62,11.78,9.98,126,0.33,5,47.38
3,17,76,16,76.67,11.22,9.79,126,0.33,5,45.17
3,17,76,17,76.71,11.12,9.4,126,0.33,4,41.13
3,17,76,18,76.75,11.1,8.81,126,0.33,6,38.13
3,17,76,19,76.79,9.3,8.06,126,0.33,7,30.02
3,17,76,20,76.83,8,7.26,126,0.33,4,22.25
3,17,76,21,76.88,6.65,6.56,126,1.33,0,20.66
3,17,76,22,76.92,6.75,6.08,126,1.33,-4,16.69
3,17,76,23,76.96,6.15,5.87,126,1.33,-4,14.05
3,18,77,0,77,6.08,5.84,136,0.67,-5,13.13
3,18,77,1,77.04,5.72,5.86,136,0.67,-5,12.33
3,18,77,2,77.08,5.72,5.68,136,0.67,-3,12.55
3,18,77,3,77.12,5.85,5.21,136,1.67,-3,12.72
3,18,77,4,77.17,5.62,4.77,136,1.67,-4,11.62
3,18,77,5,77.21,5,4.89,136,1.67,-7,10.26
3,18,77,6,77.25,5.8,5.75,136,1.67,-5,13.01
3,18,77,7,77.29,8.62,7,136,1.67,-3,21.79
3,18,77,8,77.33,8.45,8.19,136,1.67,-2,27.55
3,18,77,9,77.38,9.8,9.11,136,1,-8,35.25
3,18,77,10,77.42,10.72,9.77,136,1,-10,42.78
3,18,77,11,77.46,11.57,10.14,136,1,-11,50.46
3,18,77,12,77.5,12.43,10.21,136,1.67,-12,56.83
3,18,77,13,77.54,13.03,10.13,136,1.67,-14,57.87
3,18,77,14,77.58,12.82,10.06,136,1.67,-15,55.81
3,18,77,15,77.62,12.3,9.98,136,1.67,-12,54.79
3,18,77,16,77.67,12.22,9.79,136,1.67,-10,54.67
3,18,77,17,77.71,12.15,9.41,136,1.67,-6,51.59
3,18,77,18,77.75,11.5,8.83,136,1.67,-4,44.52
3,18,77,19,77.79,9.85,8.08,136,1.67,-4,34.54
3,18,77,20,77.83,8.25,7.28,136,1.67,-2,25.73
3,18,77,21,77.88,7.7,6.58,136,0.67,1,22.51
3,18,77,22,77.92,7.25,6.11,136,0.67,3,20.39
3,18,77,23,77.96,6.85,5.89,136,0.67,1,16.31
3,19,78,0,78,6.58,5.86,141,1.67,-2,15.23
3,19,78,1,78.04,6.17,5.87,141,1.67,-3,13.25
3,19,78,2,78.08,6.03,5.69,141,1.67,-4,13.44
3,19,78,3,78.12,5.95,5.22,141,0.67,-3,13.89
3,19,78,4,78.17,5.83,4.79,141,0.67,-4,13.02
3,19,78,5,78.21,5.53,4.92,141,0.67,-4,12.16
3,19,78,6,78.25,nan,5.77,141,1.67,-6,nan
3,19,78,7,78.29,8.1,7.01,141,1.67,-4,21.24
3,19,78,8,78.33,8.47,8.18,141,1.67,-6,25.16
3,19,78,9,78.38,9.75,9.1,141,0.67,-4,32.27
3,19,78,10,78.42,10.53,9.76,141,0.67,0,40.61
3,19,78,11,78.46,11.7,10.13,141,0.67,2,48.56
3,19,78,12,78.5,12.45,10.2,141,0.67,1,53.9
3,19,78,13,78.54,12.35,10.13,141,0.67,-1,52.32
3,19,78,14,78.58,12.03,10.05,141,0.67,-2,50.41
3,19,78,15,78.62,11.45,9.97,141,0.67,-3,51.22
3,19,78,16,78.67,11.82,9.79,141,0.67,-2,51.23
3,19,78,17,78.71,11.97,9.41,141,0.67,-1,48.56
3,19,78,18,78.75,11,8.84,141,0.33,-2,41.75
3,19,78,19,78.79,9.3,8.1,141,0.33,-1,32.43
3,19,78,20,78.83,8.55,7.3,141,0.33,-3,24.91
3,19,78,21,78.88,7.95,6.61,141,0.67,0,20.71
3,19,78,22,78.92,7.05,6.13,141,0.67,2,19.29
3,19,78,23,78.96,6.62,5.92,141,0.67,0,15.73
3,20,79,0,79,6.62,5.88,139,0.67,-3,14.52
3,20,79,1,79.04,6.47,5.89,139,0.67,-3,13.61
3,20,79,2,79.08,6.5,5.7,139,0.67,-3,13.8
3,20,79,3,79.12,6.4,5.24,139,1.67,-3,14.16
3,20,79,4,79.17,6.1,4.81,139,1.67,-2,13.37
3,20,79,5,79.21,5.8,4.94,139,1.67,-1,12.58
3,20,79,6,79.25,6.65,5.8,139,1.67,4,16.76
3,20,79,7,79.29,8.12,7.02,139,1.67,9,23.55
3,20,79,8,79.33,8.75,8.17,139,1.67,7,26.26
3,20,79,9,79.38,9.45,9.08,139,2.33,2,30.8
3,20,79,10,79.42,10.18,9.74,139,2.33,2,39.53
3,20,79,11,79.46,11.4,10.11,139,2.33,5,48.35
3,20,79,12,79.5,12.2,10.2,139,1,14,55.14
3,20,79,13,79.54,12.55,10.12,139,1,19,56.94
3,20,79,14,79.58,12.7,10.05,139,1,19,56.58
3,20,79,15,79.62,13,9.97,139,0.67,18,61.72
3,20,79,16,79.67,12.85,9.78,139,0.67,18,57.83
3,20,79,17,79.71,12.43,9.42,139,0.67,15,52.01
3,20,79,18,79.75,11.6,8.86,139,1,14,42.19
3,20,79,19,79.79,9.95,8.13,139,1,10,33.88
3,20,79,20,79.83,8.4,7.33,139,1,9,24.78
3,20,79,21,79.88,7.3,6.63,139,1,15,21.42
3,20,79,22,79.92,6.7,6.15,139,1,16,16.94
3,20,79,23,79.96,7.05,5.94,139,1,10,14.96
3,21,80,0,80,nan,5.9,126,2.33,3,nan
3,21,80,1,80.04,6.17,5.9,126,2.33,-1,12.28
3,21,80,2,80.08,6.22,5.72,126,2.33,-6,12.95
3,21,80,3,80.12,6.33,5.25,126,2.33,-13,13.43
3,21,80,4,80.17,5.42,4.83,126,2.33,-15,11.38
3,21,80,5,80.21,4.62,4.97,126,2.33,-15,9.12
3,21,80,6,80.25,5.65,5.82,126,2.33,-16,12.86
3,21,80,7,80.29,7.38,7.03,126,2.33,-17,20.47
3,21,80,8,80.33,8.38,8.17,126,2.33,-21,26.21
3,21,80,9,80.38,9.43,9.06,126,2.33,-21,35.08
3,21,80,10,80.42,11.2,9.72,126,2.33,-22,45.92
3,21,80,11,80.46,11.55,10.1,126,2.33,-17,52.43
3,21,80,12,80.5,12.85,10.19,126,2.33,-7,61.14
3,21,80,13,80.54,13.25,10.12,126,2.33,-7,61.55
3,21,80,14,80.58,12.9,10.05,126,2.33,-13,57.55
3,21,80,15,80.62,12.53,9.97,126,3,-8,53.25
3,21,80,16,80.67,12.28,9.78,126,3,-9,51.58
3,21,80,17,80.71,11.4,9.43,126,3,-9,44.83
3,21,80,18,80.75,10.35,8.88,126,1.33,-7,38.2
3,21,80,19,80.79,9.25,8.15,126,1.33,-6,31.77
3,21,80,20,80.83,8.05,7.35,126,1.33,-9,24.71
3,21,80,21,80.88,8,6.65,126,1.33,-9,22.01
3,21,80,22,80.92,7.05,6.18,126,1.33,-10,19.59
3,21,80,23,80.96,6.9,5.97,126,1.33,-6,15.69
3,22,81,0,81,6.38,5.92,146,1.67,-2,13.31
3,22,81,1,81.04,6.38,5.92,146,1.67,2,12.67
3,22,81,2,81.08,6.42,5.73,146,1.67,-4,13.27
3,22,81,3,81.12,6.62,5.27,146,0.33,-1,14.33
3,22,81,4,81.17,6.17,4.86,146,0.33,0,14.11
3,22,81,5,81.21,5.75,5,146,0.33,3,12.83
3,22,81,6,81.25,6.1,5.84,146,0.67,4,16.45
3,22,81,7,81.29,7.71,7.04,146,0.67,7,23.12
3,22,81,8,81.33,9.03,8.16,146,0.67,6,29.86
3,22,81,9,81.38,10.53,9.04,146,1.33,5,38.94
3,22,81,10,81.42,11.5,9.7,146,1.33,4,47.82
3,22,81,11,81.46,12.1,10.09,146,1.33,3,51.93
3,22,81,12,81.5,12.25,10.19,146,2,3,55.64
3,22,81,13,81.54,12.4,10.12,146,2,3,56.6
3,22,81,14,81.58,12.68,10.04,146,2,2,54.56
3,22,81,15,81.62,11.85,9.96,146,1,3,51.53
3,22,81,16,81.67,12.43,9.78,146,1,1,54.93
3,22,81,17,81.71,12.6,9.43,146,1,1,50.91
3,22,81,18,81.75,11.55,8.89,146,0.67,3,42.13
3,22,81,19,81.79,9.3,8.17,146,0.67,3,32.24
3,22,81,20,81.83,7.45,7.37,146,0.67,0,22.7
3,22,81,21,81.88,7.7,6.67,146,1,0,20.32
3,22,81,22,81.92,7.2,6.2,146,1,1,18.93
3,22,81,23,81.96,6.95,5.99,146,1,0,15.78
3,23,82,0,82,6.9,5.94,151,1,-3,15.2
3,23,82,1,82.04,6.83,5.93,151,1,-4,14.21
3,23,82,2,82.08,6.62,5.74,151,1,-4,14.47
3,23,82,3,82.12,6.53,5.28,151,1.67,-3,15.02
3,23,82,4,82.17,6.33,4.88,151,1.67,-4,14.72
3,23,82,5,82.21,5.8,5.02,151,1.67,-5,14.27
3,23,82,6,82.25,6.2,5.87,151,1.67,-1,18.29
3,23,82,7,82.29,8.15,7.05,151,1.67,0,24.96
3,23,82,8,82.33,8.97,8.15,151,1.67,-2,29.67
3,23,82,9,82.38,9.95,9.03,151,1,-4,36.98
3,23,82,10,82.42,11.7,9.68,151,1,-6,45.9
3,23,82,11,82.46,11.85,10.08,151,1,-7,48.33
3,23,82,12,82.5,11.8,10.18,151,1.67,-5,51.67
3,23,82,13,82.54,12,10.12,151,1.67,-3,52.27
3,23,82,14,82.58,12.15,10.04,151,1.67,-2,51.87
3,23,82,15,82.62,12.4,9.96,151,1.33,-4,52.08
3,23,82,16,82.67,12.32,9.78,151,1.33,-6,53.7
3,23,82,17,82.71,11.9,9.44,151,1.33,-6,48.3
3,23,82,18,82.75,11.55,8.91,151,2,-6,41.84
3,23,82,19,82.79,9.3,8.2,151,2,-12,33.19
3,23,82,20,82.83,7.25,7.39,151,2,-10,23.11
3,23,82,21,82.88,6.95,6.69,151,1.67,-9,19.53
3,23,82,22,82.92,7.1,6.22,151,1.67,-11,18.79
3,23,82,23,82.96,6.75,6.02,151,1.67,-11,15.94
3,24,83,0,83,6.85,5.96,137,1.67,-10,13.46
3,24,83,1,83.04,6.88,5.95,137,1.67,-9,13.29
3,24,83,2,83.08,6.7,5.75,137,1.67,-7,13.53
3,24,83,3,83.12,6.47,5.3,137,0,-5,13.78
3,24,83,4,83.17,6.38,4.9,137,0,-2,13.41
3,24,83,5,83.21,5.95,5.05,137,0,0,13.15
3,24,83,6,83.25,6.9,5.89,137,0.67,3,17.86
3,24,83,7,83.29,8.4,7.06,137,0.67,4,24
3,24,83,8,83.33,9.3,8.15,137,0.67,3,29.8
3,24,83,9,83.38,10.38,9.01,137,1,3,37.61
3,24,83,10,83.42,11.3,9.67,137,1,0,44.17
3,24,83,11,83.46,12.1,10.07,137,1,-2,48.13
3,24,83,12,83.5,12.28,10.18,137,1,2,52.29
3,24,83,13,83.54,12.35,10.11,137,1,5,53.27
3,24,83,14,83.58,12.6,10.04,137,1,4,50.54
3,24,83,15,83.62,12.5,9.95,137,1.33,4,50.44
3,24,83,16,83.67,12.6,9.77,137,1.33,2,53.51
3,24,83,17,83.71,12.3,9.44,137,1.33,-2,46.04
3,24,83,18,83.75,11.6,8.93,137,0.67,-4,42.16
3,24,83,19,83.79,9.7,8.22,137,0.67,-3,30.37
3,24,83,20,83.83,7.7,7.42,137,0.67,-1,20.48
3,24,83,21,83.88,7.25,6.71,137,0,-2,16.75
3,24,83,22,83.92,7.15,6.25,137,0,-3,14.92
3,24,83,23,83.96,6.65,6.04,137,0,-6,13.23
3,25,84,0,84,6.47,5.98,136,0.33,-8,14.42
3,25,84,1,84.04,6.08,5.96,136,0.33,-8,13.34
3,25,84,2,84.08,6.25,5.76,136,0.33,-4,13.7
3,25,84,3,84.12,5.97,5.31,136,0.33,1,13.67
3,25,84,4,84.17,5.97,4.92,136,0.33,4,13.49
3,25,84,5,84.21,6.03,5.07,136,0.33,5,12.92
3,25,84,6,84.25,6.65,5.91,136,0.33,7,15.65
3,25,84,7,84.29,8.18,7.07,136,0.33,8,21.43
3,25,84,8,84.33,8.88,8.14,136,0.33,9,26.32
3,25,84,9,84.38,9.57,8.99,136,1.67,13,34.21
3,25,84,10,84.42,11.22,9.65,136,1.67,8,44.45
3,25,84,11,84.46,12.15,10.06,136,1.67,8,51.58
3,25,84,12,84.5,12.5,10.17,136,1.67,11,56.02
3,25,84,13,84.54,12.45,10.11,136,1.67,8,55.7
3,25,84,14,84.58,12.38,10.03,136,1.67,11,56.57
3,25,84,15,84.62,12.25,9.95,136,1.33,11,54.94
3,25,84,16,84.67,12.35,9.77,136,1.33,7,56.91
3,25,84,17,84.71,12.22,9.45,136,1.33,2,51.34
3,25,84,18,84.75,11.5,8.94,136,3,0,46.43
3,25,84,19,84.79,10.2,8.24,136,3,1,36.76
3,25,84,20,84.83,8.3,7.44,136,3,14,27.18
3,25,84,21,84.88,8.15,6.74,136,3.33,16,24.94
3,25,84,22,84.92,7.65,6.27,136,3.33,11,22.1
3,25,84,23,84.96,7.85,6.07,136,3.33,-2,21.48
3,26,85,0,85,7.8,6,112,3.67,-8,20.76
3,26,85,1,85.04,7.38,5.98,112,3.67,-14,18.6
3,26,85,2,85.08,7.25,5.77,112,3.67,-17,19.64
3,26,85,3,85.12,7.17,5.33,112,1.33,-13,19.29
3,26,85,4,85.17,6.65,4.94,112,1.33,-11,19.11
3,26,85,5,85.21,6.15,5.1,112,1.33,-12,18.42
3,26,85,6,85.25,6.55,5.93,112,3.67,-12,20.65
